time,primeFreq,secondFreq,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
2017-05-26T14:38:53.862+0300,8.0,4.0,3023,4473,5625,1325,2846,7325,1404,1811
2017-05-26T14:38:55.845+0300,8.0,4.0,6466,4777,2178,2015,9498,12956,1018,1261
2017-05-26T14:38:56.840+0300,8.0,4.0,11155,4866,7545,1878,4555,13882,697,2630
2017-05-26T14:38:57.824+0300,8.0,4.0,16089,22917,33507,16162,10258,6333,5850,1232
2017-05-26T14:38:58.835+0300,8.0,4.0,898117,88821,34821,3350,21818,11481,3404,1770
2017-05-26T14:38:59.801+0300,8.0,4.0,598863,37136,13473,20461,20435,9018,5100,1494
2017-05-26T14:39:00.804+0300,8.0,4.0,94341,17898,6004,1722,1639,1882,3095,1101
2017-05-26T14:39:20.663+0300,8.0,4.0,15754,5437,2360,2838,8557,7125,1702,592
2017-05-26T14:39:21.657+0300,8.0,4.0,1997,6732,5512,3906,8429,3672,3906,930
2017-05-26T14:39:22.647+0300,8.0,4.0,38464,25545,8963,10987,10898,6605,2868,868
2017-05-26T14:39:23.637+0300,8.0,4.0,10009,4446,10541,2452,4609,5606,1723,1197
2017-05-26T14:39:25.632+0300,8.0,4.0,33874,19073,6651,3794,5493,4025,2856,1443
2017-05-26T14:39:28.597+0300,8.0,4.0,851,10434,385,2766,7082,6403,4064,2192
2017-05-26T14:39:29.589+0300,8.0,4.0,6488,7248,9848,2555,3478,11125,2683,1315
2017-05-26T14:39:30.599+0300,8.0,4.0,49706,27219,19899,26460,9245,5990,2600,993
2017-05-26T14:39:31.569+0300,8.0,4.0,8821,6287,985,2646,1066,1629,813,447
2017-05-26T14:39:32.577+0300,8.0,4.0,13786,13513,19920,8606,12042,5487,1652,1683
2017-05-26T14:39:43.496+0300,8.0,4.0,201050,11554,1733,1259,1310,368,238,73
2017-05-26T14:39:53.426+0300,8.0,4.0,10295,14501,6546,7817,2620,5718,4492,1960
2017-05-26T14:39:54.416+0300,8.0,4.0,11462,3975,3448,6838,3923,3660,5830,3060
2017-05-26T14:40:33.121+0300,8.0,4.0,36067,52731,33468,7947,6158,13797,1763,998
2017-05-26T14:40:34.108+0300,8.0,4.0,7003,4682,2318,14598,5694,3388,3320,1205
2017-05-26T14:40:35.117+0300,8.0,4.0,4850,7553,2069,6110,4080,4980,2505,1683
2017-05-26T14:40:36.103+0300,8.0,4.0,5401,7453,837,5202,5987,4245,1884,619
2017-05-26T14:40:40.073+0300,8.0,4.0,5351,19771,1263,5834,5158,6659,2126,977
2017-05-26T14:40:44.049+0300,8.0,4.0,5919,16977,2583,12311,1727,6188,3508,1634
2017-05-26T14:40:45.038+0300,8.0,4.0,23489,13400,6487,11847,13156,3032,2263,1126
2017-05-26T14:40:46.028+0300,8.0,4.0,8439,11247,4579,9308,3188,4262,1817,3357
2017-05-26T14:40:47.017+0300,8.0,4.0,14223,4632,3434,6102,12438,5691,2126,1228
2017-05-26T14:41:20.778+0300,8.0,4.0,171947,51550,5888,2748,3343,2297,1540,382
2017-05-26T14:41:21.764+0300,8.0,4.0,69880,32984,13220,12105,12233,15631,2113,2516
2017-05-26T14:41:29.704+0300,8.0,4.0,12532,9723,2161,3071,4536,6168,2367,2295
2017-05-26T14:41:30.694+0300,8.0,4.0,1764,6576,14340,5968,7797,5680,1335,2656
2017-05-26T14:41:31.680+0300,8.0,4.0,3562,7214,4039,10185,5830,8148,2600,1299
2017-05-26T14:41:32.692+0300,8.0,4.0,18886,49234,19508,7548,6290,8796,3403,2396
2017-05-26T14:41:33.685+0300,8.0,4.0,29289,25191,16297,1914,15118,3883,1893,479
2017-05-26T14:41:47.584+0300,8.0,4.0,3072,2980,7934,1256,4983,8553,3326,2625
2017-05-26T14:41:48.572+0300,8.0,4.0,7380,6530,6457,1596,5151,4354,4002,1570
2017-05-26T14:41:49.562+0300,8.0,4.0,1324,4708,5405,2586,3586,4421,1054,2315
2017-05-26T14:41:50.548+0300,8.0,4.0,1021,1525,183,1679,854,854,541,265
