time,primeFreq,secondFreq,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
2017-05-26T15:33:37.607+0300,8.0,4.0,11890,8822,1327,5743,4057,5670,2019,1280
2017-05-26T15:33:38.595+0300,8.0,4.0,1578,2050,1694,573,5485,1955,173,175
2017-05-26T15:33:45.547+0300,8.0,4.0,28356,3811,3817,2215,4802,19664,4742,1693
2017-05-26T15:33:46.537+0300,8.0,4.0,3623,12607,7213,6459,10422,5749,684,1329
2017-05-26T15:33:47.530+0300,8.0,4.0,8450,8804,8146,4523,17079,5693,5646,525
2017-05-26T15:33:48.517+0300,8.0,4.0,15344,7947,1044,2328,4064,8477,1372,987
2017-05-26T15:33:49.527+0300,8.0,4.0,8714,2679,1163,6556,5983,6592,2063,1123
2017-05-26T15:33:50.519+0300,8.0,4.0,1183,1437,1055,615,1009,1179,449,368
2017-05-26T15:33:52.487+0300,8.0,4.0,2897,12438,4695,1196,6787,8144,3074,1431
2017-05-26T15:34:07.388+0300,8.0,4.0,27287,16143,3339,30331,23027,36017,1359,2318
2017-05-26T15:34:08.379+0300,8.0,4.0,1637,2480,5872,10074,8630,1509,458,892
2017-05-26T15:34:09.368+0300,8.0,4.0,12775,15405,2287,6776,10973,31738,2472,1675
2017-05-26T15:34:10.359+0300,8.0,4.0,100485,71217,5805,27570,12390,22021,2711,575
2017-05-26T15:34:11.352+0300,8.0,4.0,2010,1353,1485,4188,2411,2859,576,427
2017-05-26T15:34:16.328+0300,8.0,4.0,3017,10470,7840,22742,7410,17248,3646,2905
2017-05-26T15:34:18.306+0300,8.0,4.0,1707,2790,984,7154,1612,3186,675,354
2017-05-26T15:34:53.042+0300,8.0,4.0,11589,20532,31224,47993,21948,9650,1838,1276
2017-05-26T15:34:54.041+0300,8.0,4.0,171865,15771,2649,1030,1956,3037,1322,538
2017-05-26T15:34:55.028+0300,8.0,4.0,15607,21246,4903,13871,9895,5192,1958,2275
2017-05-26T15:35:07.929+0300,8.0,4.0,2976,12001,437,13339,16305,14008,2067,937
2017-05-26T15:35:08.921+0300,8.0,4.0,13427,17100,7247,4908,5077,10898,2135,1562
2017-05-26T15:35:09.935+0300,8.0,4.0,8266,5929,10096,18434,20491,10163,2205,1025
2017-05-26T15:35:10.928+0300,8.0,4.0,3521,2348,1632,1653,6490,10379,1181,313
2017-05-26T15:35:12.894+0300,8.0,4.0,1711,3871,2760,4830,4509,836,723,442
2017-05-26T15:35:13.890+0300,8.0,4.0,5663,19764,483,9164,3840,15951,1818,981
2017-05-26T15:36:05.509+0300,8.0,4.0,2685,19388,4339,16698,22140,18293,1145,1020
2017-05-26T15:36:06.537+0300,8.0,4.0,16214,11129,622,12046,2010,3117,1952,2376
2017-05-26T15:36:23.415+0300,8.0,4.0,5349,20443,11426,18733,11495,14569,2807,2709
2017-05-26T15:36:31.319+0300,8.0,4.0,8977,9487,5249,3100,6012,17065,2452,1287
2017-05-26T15:36:32.333+0300,8.0,4.0,5185,5069,2172,11975,4413,5039,3559,1547
2017-05-26T15:36:33.304+0300,8.0,4.0,7445,13346,3074,6199,9469,3858,1197,1239
2017-05-26T15:36:34.318+0300,8.0,4.0,2170,25145,10965,36082,9779,31375,1389,2212
2017-05-26T15:36:35.290+0300,8.0,4.0,8508,13647,6144,17934,12445,5645,2403,1162
2017-05-26T15:36:45.218+0300,8.0,4.0,7671,6990,4395,3914,4836,20668,1654,1927
2017-05-26T15:36:47.205+0300,8.0,4.0,16903,4515,13494,6367,5536,5305,2106,1623
2017-05-26T15:36:48.193+0300,8.0,4.0,4963,13278,22229,18637,3783,23166,1572,1029
2017-05-26T15:37:00.102+0300,8.0,4.0,6886,6534,10714,3032,26472,7033,1520,1211
2017-05-26T15:37:01.121+0300,8.0,4.0,6042,7111,2094,5308,8203,4212,1476,702
2017-05-26T15:37:02.095+0300,8.0,4.0,18711,16044,1394,14283,13673,5950,2283,1520
2017-05-26T15:37:03.089+0300,8.0,4.0,3533,8212,5382,9668,10613,7759,3359,973
