time,primeFreq,secondFreq,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
2017-05-29T12:11:38.614+0300,8.0,4.0,2741974,749456,362882,91862,48607,110281,22226,14851
2017-05-29T12:11:39.601+0300,8.0,4.0,158747,296657,22051,23374,24397,64606,12746,15350
2017-05-29T12:11:40.593+0300,8.0,4.0,995432,277904,12103,5693,29259,31098,21427,30477
2017-05-29T12:11:41.605+0300,8.0,4.0,784978,1198556,72680,14015,21217,75820,9937,16268
2017-05-29T12:11:42.574+0300,8.0,4.0,755029,61881,25141,10911,9672,15151,4266,3410
2017-05-29T12:11:43.568+0300,8.0,4.0,687177,227863,12050,17568,14126,46397,81091,9379
2017-05-29T12:11:45.548+0300,8.0,4.0,914123,170192,36140,71958,20956,90947,21499,8366
2017-05-29T12:11:46.557+0300,8.0,4.0,757466,177423,20489,11604,14786,26868,9061,5616
2017-05-29T12:11:47.566+0300,8.0,4.0,288658,538190,100401,28314,61039,60906,10473,8373
2017-05-29T12:11:48.597+0300,8.0,4.0,2014824,92948,10767,9188,7741,28477,4598,2339
2017-05-29T12:11:49.541+0300,8.0,4.0,1002058,593694,115703,73750,60334,24824,22959,15140
2017-05-29T12:11:50.513+0300,8.0,4.0,402193,70665,41577,11356,9845,9016,2396,2314
2017-05-29T12:11:51.509+0300,8.0,4.0,1411543,804541,370729,64579,70850,128234,45682,18009
2017-05-29T12:11:52.517+0300,8.0,4.0,167962,244118,33467,33842,21221,23514,11223,3749
2017-05-29T12:11:53.506+0300,8.0,4.0,2068126,102912,92549,35845,61474,35078,7926,3579
2017-05-29T12:11:54.496+0300,8.0,4.0,681863,80211,8601,6626,2293,7566,4655,1840
2017-05-29T12:11:55.507+0300,8.0,4.0,185460,262866,25892,11998,30091,30858,8355,7424
2017-05-29T12:11:56.476+0300,8.0,4.0,1114250,130547,23154,18574,11793,18475,6377,2412
2017-05-29T12:11:57.469+0300,8.0,4.0,277966,118840,162268,31904,20555,36039,30573,21154
2017-05-29T12:11:58.477+0300,8.0,4.0,181081,71235,1760,7486,4776,11019,5406,1165
2017-05-29T12:11:59.469+0300,8.0,4.0,505619,171592,5979,50066,5846,35962,6916,3701
2017-05-29T12:12:00.437+0300,8.0,4.0,518336,376403,44407,20534,10337,41154,16578,3613
2017-05-29T12:12:01.449+0300,8.0,4.0,628928,278302,366653,50212,18695,54391,12257,20703
2017-05-29T12:12:02.438+0300,8.0,4.0,599418,212070,37567,33701,23681,27292,23892,20110
2017-05-29T12:12:03.428+0300,8.0,4.0,1699259,186994,15168,29243,27395,24012,15237,9190
2017-05-29T12:12:04.413+0300,8.0,4.0,842878,259234,127076,84108,19983,28761,20945,17636
2017-05-29T12:12:05.420+0300,8.0,4.0,1170434,662840,16718,40346,31321,16036,18419,22418
2017-05-29T12:12:06.403+0300,8.0,4.0,1094916,378401,90516,120157,61375,35129,16277,25543
2017-05-29T12:12:07.392+0300,8.0,4.0,852628,419877,127085,29468,48216,74433,25831,68001
2017-05-29T12:12:08.378+0300,8.0,4.0,767437,62612,35650,9114,11786,8322,2053,5532
2017-05-29T12:12:09.390+0300,8.0,4.0,353741,133568,6846,2524,3817,10934,4815,6198
2017-05-29T12:12:10.378+0300,8.0,4.0,1086134,215941,36872,26534,10407,39919,13944,25047
2017-05-29T12:12:11.371+0300,8.0,4.0,1320357,89161,77996,84582,3798,23140,11409,17710
2017-05-29T12:12:12.364+0300,8.0,4.0,77516,134795,242587,64892,16098,40916,37543,5934
2017-05-29T12:12:13.353+0300,8.0,4.0,1880576,153750,81756,42426,13377,30548,24978,15681
2017-05-29T12:12:14.341+0300,8.0,4.0,1184837,248296,141393,78606,36004,47597,22232,41176
2017-05-29T12:12:15.331+0300,8.0,4.0,926624,548463,31019,35190,7567,60946,10601,8362
2017-05-29T12:12:17.353+0300,8.0,4.0,1436111,168722,40842,20918,8570,18228,6688,10273
2017-05-29T12:12:18.304+0300,8.0,4.0,749267,733093,37738,125647,89094,53109,45566,22688
2017-05-29T12:12:19.318+0300,8.0,4.0,1141996,239945,24964,9875,49150,24770,9124,5033
