time,primeFreq,secondFreq,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
2017-05-11T18:04:00.288+0300,8.0,4.0,6046,4356,3229,2295,1209,1632,377,228
2017-05-11T18:04:02.268+0300,8.0,4.0,5842,4512,2917,6437,3207,6257,1449,1023
2017-05-11T18:04:04.247+0300,8.0,4.0,11592,20624,8064,1550,4333,13365,1086,1054
2017-05-11T18:04:05.238+0300,8.0,4.0,9581,17921,7964,5149,5959,3504,2480,960
2017-05-11T18:04:06.228+0300,8.0,4.0,35449,14808,9805,3960,4754,5648,1492,908
2017-05-11T18:04:07.236+0300,8.0,4.0,9679,20588,525,3463,8646,6615,1350,1311
2017-05-11T18:04:08.225+0300,8.0,4.0,3130,12283,3354,3558,2242,2255,2523,1168
2017-05-11T18:04:09.214+0300,8.0,4.0,14442,35108,8296,1651,10632,10072,1751,2171
2017-05-11T18:04:10.222+0300,8.0,4.0,46540,49655,19460,6927,8118,5286,2184,770
2017-05-11T18:04:11.190+0300,8.0,4.0,1523,2112,1825,281,3614,827,374,237
2017-05-11T18:04:12.202+0300,8.0,4.0,8420,3331,5252,7221,7148,12379,2155,2972
2017-05-11T18:04:13.192+0300,8.0,4.0,29269,6234,12552,3393,6575,4319,2082,695
2017-05-11T18:04:14.185+0300,8.0,4.0,8314,13270,1051,1329,4028,4524,1229,1001
2017-05-11T18:04:15.172+0300,8.0,4.0,14055,8764,6806,2912,4941,3908,1487,1482
2017-05-11T18:04:16.165+0300,8.0,4.0,16683,4739,3374,7932,2337,4319,4272,1344
2017-05-11T18:04:17.160+0300,8.0,4.0,21984,6501,4154,4819,10849,18047,1227,744
2017-05-11T18:04:18.148+0300,8.0,4.0,6693,6285,9994,9148,23694,4912,1247,1268
2017-05-11T18:04:19.137+0300,8.0,4.0,23362,25893,2790,21900,13565,2993,2329,1746
2017-05-11T18:04:20.126+0300,8.0,4.0,9726,14081,6321,3395,1711,5201,869,1198
2017-05-11T18:04:21.134+0300,8.0,4.0,7450,13613,2788,3456,4922,2612,876,1467
2017-05-11T18:04:22.124+0300,8.0,4.0,13232,10006,4430,6075,2586,3454,1731,1445
2017-05-11T18:04:23.114+0300,8.0,4.0,4942,1655,828,1153,1517,938,344,330
2017-05-11T18:04:24.104+0300,8.0,4.0,19312,9660,8602,4186,5386,6234,1924,962
2017-05-11T18:04:25.093+0300,8.0,4.0,11906,64982,1862,1848,7034,8258,1664,929
2017-05-11T18:04:26.099+0300,8.0,4.0,19969,19327,12299,3389,3075,3349,2592,416
2017-05-11T18:04:27.090+0300,8.0,4.0,13867,22742,7327,3121,8676,5074,1585,2786
2017-05-11T18:04:28.082+0300,8.0,4.0,2774,15232,4818,13437,4889,3147,1109,708
2017-05-11T18:04:29.066+0300,8.0,4.0,25139,19026,9258,5342,4386,8428,1214,960
2017-05-11T18:04:31.061+0300,8.0,4.0,12858,16231,6947,8918,8418,11372,1908,863
2017-05-11T18:04:32.050+0300,8.0,4.0,18792,10543,9671,1971,7572,4087,1034,931
2017-05-11T18:04:33.040+0300,8.0,4.0,11083,6385,7257,4471,6277,6129,3454,1177
2017-05-11T18:04:34.033+0300,8.0,4.0,8491,13989,4865,5990,11762,10719,2205,3207
2017-05-11T18:04:35.021+0300,8.0,4.0,9289,36498,13636,9511,12952,3345,2304,3028
2017-05-11T18:04:36.029+0300,8.0,4.0,14910,21178,2993,13936,2673,4469,1510,1511
2017-05-11T18:04:37.022+0300,8.0,4.0,25227,16562,13151,3060,6131,9462,1286,1068
2017-05-11T18:04:38.011+0300,8.0,4.0,12994,21236,2703,6966,3722,6983,2700,722
2017-05-11T18:04:39.005+0300,8.0,4.0,13391,11394,10835,5239,12056,9418,3765,2074
2017-05-11T18:04:39.998+0300,8.0,4.0,14622,37949,9848,14217,7942,7086,2329,1132
2017-05-11T18:04:40.985+0300,8.0,4.0,52904,9209,7513,16288,25805,7112,2258,1270
2017-05-11T18:04:41.976+0300,8.0,4.0,32302,12433,12785,12472,12683,16575,2482,537
