time,primeFreq,secondFreq,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
2017-05-31T13:05:21.030+0300,8.0,4.0,1767399,32590,23304,51726,9251,5171,8734,79940
2017-05-31T13:05:22.011+0300,8.0,4.0,746575,172132,39257,20090,15956,17383,6634,91658
2017-05-31T13:05:23.002+0300,8.0,4.0,218432,841,1498,527,2865,720,691,5243
2017-05-31T13:05:23.989+0300,8.0,4.0,431400,282185,5364,17066,17680,14277,6096,77230
2017-05-31T13:05:24.986+0300,8.0,4.0,1024438,138666,33737,31384,10794,19397,6736,64643
2017-05-31T13:05:25.980+0300,8.0,4.0,333884,194428,74151,7431,24510,43549,30262,12753
2017-05-31T13:05:26.971+0300,8.0,4.0,52658,5354,3129,2214,4033,2900,1307,3646
2017-05-31T13:05:27.984+0300,8.0,4.0,538314,255945,58780,46753,35083,34128,14235,52613
2017-05-31T13:05:28.972+0300,8.0,4.0,1465153,123972,61402,50342,61367,127198,36978,126597
2017-05-31T13:05:29.962+0300,8.0,4.0,210641,55384,38705,21663,5131,17462,9197,73462
2017-05-31T13:05:30.956+0300,8.0,4.0,325008,63031,2924,5029,5632,1249,1189,13492
2017-05-31T13:05:31.945+0300,8.0,4.0,490482,62817,30587,1478,14613,7348,5818,66961
2017-05-31T13:05:32.938+0300,8.0,4.0,4323,10440,2055,2448,3262,7096,3425,68441
2017-05-31T13:05:33.931+0300,8.0,4.0,802424,44676,4529,10572,7376,7366,2992,62910
2017-05-31T13:05:34.924+0300,8.0,4.0,612707,69358,35691,15999,17873,9817,3688,70716
2017-05-31T13:05:35.917+0300,8.0,4.0,7903,4722,12831,7055,7621,3236,3403,57091
2017-05-31T13:05:36.905+0300,8.0,4.0,97902,15120,16546,8472,4856,1952,956,13878
2017-05-31T13:05:37.895+0300,8.0,4.0,1146355,107830,9179,8011,7098,10840,4489,55035
2017-05-31T13:05:38.885+0300,8.0,4.0,300117,43848,3699,5878,2426,1894,1013,17600
2017-05-31T13:05:39.876+0300,8.0,4.0,23226,7010,1097,1542,1772,952,709,17955
2017-05-31T13:05:40.886+0300,8.0,4.0,89187,38103,5900,7130,7295,11458,3303,71445
2017-05-31T13:05:41.858+0300,8.0,4.0,2455,12425,3101,4341,5655,9969,8153,74635
2017-05-31T13:05:42.864+0300,8.0,4.0,2810,11724,3083,8009,6554,13607,5911,83692
2017-05-31T13:05:43.857+0300,8.0,4.0,23707,5045,2751,422,1776,1461,1093,19885
2017-05-31T13:05:45.835+0300,8.0,4.0,888124,201710,37539,5583,7321,12466,6603,71395
2017-05-31T13:05:46.823+0300,8.0,4.0,219616,106647,6865,41168,13786,16964,3458,66266
2017-05-31T13:05:47.835+0300,8.0,4.0,707244,214382,15801,67650,61555,14946,9694,56990
2017-05-31T13:05:48.823+0300,8.0,4.0,162046,59794,20213,12418,4692,3884,2748,19877
2017-05-31T13:05:49.818+0300,8.0,4.0,1999472,208344,130988,45397,16730,8369,6720,67970
2017-05-31T13:05:50.798+0300,8.0,4.0,105280,51853,6764,2542,6012,4827,3014,13478
2017-05-31T13:05:51.791+0300,8.0,4.0,2163491,43592,1601,24369,21992,9552,10436,67594
2017-05-31T13:05:52.783+0300,8.0,4.0,48635,18683,7037,1919,4291,890,2556,18802
2017-05-31T13:05:53.794+0300,8.0,4.0,623949,190960,51250,11919,11683,18277,7003,61119
2017-05-31T13:05:54.767+0300,8.0,4.0,4663,7985,1551,6596,2410,6178,2527,80224
2017-05-31T13:05:55.774+0300,8.0,4.0,10764,3997,2836,3875,7161,11657,4319,71774
2017-05-31T13:05:56.766+0300,8.0,4.0,91907,90702,8739,7851,15267,7288,11608,70535
2017-05-31T13:05:57.759+0300,8.0,4.0,71677,60271,10235,3897,2400,2914,1712,14828
2017-05-31T13:05:58.749+0300,8.0,4.0,15665,27462,13957,12240,11280,7586,3057,77885
2017-05-31T13:05:59.743+0300,8.0,4.0,172706,4248,5660,2192,399,872,636,3680
2017-05-31T13:06:00.733+0300,8.0,4.0,561180,49949,10299,20711,4397,8455,5175,65914
