time,primeFreq,secondFreq,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
2017-05-19T15:28:59.770+0300,10.0,5.0,24656,12901,3245,4706,3308,2457,1349,814
2017-05-19T15:29:16.669+0300,10.0,5.0,1551,7258,13603,2988,4830,3978,2395,3179
2017-05-19T15:29:17.643+0300,10.0,5.0,10678,3117,11789,1373,2182,6927,752,1570
2017-05-19T15:29:18.633+0300,10.0,5.0,28148,23787,2897,5837,4190,3366,1298,813
2017-05-19T15:29:19.644+0300,10.0,5.0,5986,8830,655,1016,1077,1963,553,332
2017-05-19T15:29:28.577+0300,10.0,5.0,16337,10022,9054,2806,7941,5067,1899,1421
2017-05-19T15:29:30.555+0300,10.0,5.0,11198,10169,3786,12451,5114,3523,1459,1316
2017-05-19T15:29:31.546+0300,10.0,5.0,17672,5715,4109,3506,6921,8018,1411,1029
2017-05-19T15:29:33.528+0300,10.0,5.0,3849,3297,25944,835,1787,4879,3153,2168
2017-05-19T15:29:34.537+0300,10.0,5.0,11329,10950,3462,10876,4814,9217,2033,1914
2017-05-19T15:29:35.507+0300,10.0,5.0,15268,8048,488,1309,4423,2282,1706,650
2017-05-19T15:29:36.518+0300,10.0,5.0,16884,8940,820,1109,5235,4520,1242,1200
2017-05-19T15:29:37.510+0300,10.0,5.0,2577,7659,2713,6051,8361,4138,2062,957
2017-05-19T15:29:38.499+0300,10.0,5.0,7080,13074,5019,3622,1662,3360,1877,3502
2017-05-19T15:29:39.490+0300,10.0,5.0,5747,14786,3564,6224,4262,3647,1591,678
2017-05-19T15:29:40.475+0300,10.0,5.0,8252,5523,6026,1650,3993,3709,3430,1210
2017-05-19T15:30:12.239+0300,10.0,5.0,5035,2384,10362,10750,15093,6083,1016,1916
2017-05-19T15:30:13.250+0300,10.0,5.0,4035,11146,5210,9567,8730,5269,2831,1365
2017-05-19T15:30:14.240+0300,10.0,5.0,3463,5710,2556,6909,13020,4751,2263,1929
2017-05-19T15:30:15.232+0300,10.0,5.0,7727,9094,2087,5486,3519,4895,800,1275
2017-05-19T15:30:16.222+0300,10.0,5.0,4552,2793,3741,2663,2263,3537,1170,946
2017-05-19T15:30:17.211+0300,10.0,5.0,11104,4080,3948,587,5257,3300,3943,1863
2017-05-19T15:30:18.200+0300,10.0,5.0,10148,6472,14695,3127,3733,3491,2325,1118
2017-05-19T15:30:19.190+0300,10.0,5.0,4104,13164,14101,2287,2789,3822,2780,953
2017-05-19T15:30:24.160+0300,10.0,5.0,3367,7491,1656,2565,1977,4233,895,830
2017-05-19T15:30:25.151+0300,10.0,5.0,10418,12500,5793,5814,3678,3827,1008,845
2017-05-19T15:30:26.142+0300,10.0,5.0,7609,4993,2619,5935,3880,2211,1433,1237
2017-05-19T15:30:27.131+0300,10.0,5.0,6738,13686,4788,6643,2648,1623,1736,1091
2017-05-19T15:30:37.058+0300,10.0,5.0,5865,3000,4234,2880,4634,3492,1448,610
2017-05-19T15:30:38.052+0300,10.0,5.0,3237,9434,4853,10575,5216,7299,1478,1338
2017-05-19T15:30:39.055+0300,10.0,5.0,10030,15621,775,2538,3623,5202,1194,1557
2017-05-19T15:30:40.033+0300,10.0,5.0,52543,3523,8142,5973,3127,4077,2372,659
2017-05-19T15:30:42.026+0300,10.0,5.0,2652,21728,3039,10421,19458,7619,1796,973
2017-05-19T15:30:43.015+0300,10.0,5.0,3942,8825,2666,7370,8101,3693,1276,1303
2017-05-19T15:30:46.991+0300,10.0,5.0,4292,6024,5089,12612,18099,4059,4514,725
2017-05-19T15:30:47.991+0300,10.0,5.0,3503,8328,8969,8388,6232,2159,823,1397
2017-05-19T15:30:48.979+0300,10.0,5.0,4381,1933,4678,3359,11402,4746,1716,2188
2017-05-19T15:30:52.941+0300,10.0,5.0,15889,9068,9015,7880,4316,4609,1187,1929
2017-05-19T15:30:53.934+0300,10.0,5.0,13086,6058,1737,3619,10490,3946,1925,820
2017-05-19T15:30:54.926+0300,10.0,5.0,3009,24864,2352,22771,13354,6444,1146,2125
