time,primeFreq,secondFreq,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
2017-05-26T14:50:23.752+0300,8.0,4.0,7168,8539,3902,3509,6835,7050,645,1035
2017-05-26T14:50:24.747+0300,8.0,4.0,3041,3397,2378,10403,3849,3502,1993,1004
2017-05-26T14:50:25.739+0300,8.0,4.0,6046,22849,3536,8218,2437,5888,1329,713
2017-05-26T14:50:26.734+0300,8.0,4.0,5906,4444,509,2851,2695,4804,1129,1159
2017-05-26T14:50:30.711+0300,8.0,4.0,3201,5885,633,480,1522,6604,1146,937
2017-05-26T14:50:31.697+0300,8.0,4.0,6203,2912,1006,8042,3636,3890,3052,814
2017-05-26T14:50:32.689+0300,8.0,4.0,17951,13925,1999,3240,3065,4871,1053,788
2017-05-26T14:50:33.680+0300,8.0,4.0,16115,4903,7301,1943,2336,3911,1553,1044
2017-05-26T14:51:07.432+0300,8.0,4.0,12486,2556,2901,1488,4296,4452,806,1914
2017-05-26T14:51:19.338+0300,8.0,4.0,3508,15588,3681,3096,4752,4527,3383,782
2017-05-26T14:51:20.330+0300,8.0,4.0,3449,5637,7778,10345,3743,5152,2149,1112
2017-05-26T14:51:45.155+0300,8.0,4.0,14308,10529,8222,4206,4371,6540,1515,1103
2017-05-26T14:51:46.133+0300,8.0,4.0,792,4865,1380,3654,11822,4026,3765,1417
2017-05-26T14:51:47.143+0300,8.0,4.0,3097,2429,6262,4035,4159,2196,1413,952
2017-05-26T14:52:37.763+0300,8.0,4.0,6957,2949,9108,1725,10681,4829,1611,1292
2017-05-26T14:52:38.757+0300,8.0,4.0,2796,5866,1954,1890,4337,3438,1921,1785
2017-05-26T14:52:39.745+0300,8.0,4.0,20333,6370,1118,8217,1112,3481,3059,892
2017-05-26T14:57:45.474+0300,8.0,4.0,2569,14339,1890,2428,5191,5145,925,1164
2017-05-26T14:58:05.334+0300,8.0,4.0,23141,3448,3233,2346,5738,4896,1630,2294
2017-05-26T14:58:06.326+0300,8.0,4.0,19987,7442,13494,12221,13636,2566,1173,782
2017-05-26T14:58:07.334+0300,8.0,4.0,2313,1546,2738,1757,320,609,214,282
2017-05-26T14:58:08.305+0300,8.0,4.0,44902,8307,2398,9240,5771,2960,1101,1054
2017-05-26T14:58:57.946+0300,8.0,4.0,1864,5123,3642,9687,4701,2778,3573,434
2017-05-26T15:01:42.718+0300,8.0,4.0,14808,7284,12909,3982,7183,2504,2346,1665
2017-05-26T15:01:43.719+0300,8.0,4.0,4411,12114,1418,6762,1976,4166,1374,1005
2017-05-26T15:02:05.563+0300,8.0,4.0,20206,17680,11181,5967,7780,12802,1590,1650
2017-05-26T15:02:54.184+0300,8.0,4.0,9031,7559,4898,3622,7334,10969,1816,901
2017-05-26T15:02:56.178+0300,8.0,4.0,21907,8564,3971,8777,2111,3940,2139,625
2017-05-26T15:03:14.045+0300,8.0,4.0,27187,7291,8097,3664,7220,4356,1516,1982
2017-05-26T15:03:24.961+0300,8.0,4.0,32783,21100,12120,12048,10471,5047,2263,2170
2017-05-26T15:04:19.558+0300,8.0,4.0,23735,10637,3799,9707,7874,3513,933,1778
2017-05-26T15:05:45.930+0300,8.0,4.0,9189,5079,4721,2444,4320,1705,577,598
2017-05-26T15:05:46.921+0300,8.0,4.0,7068,4865,8071,1123,12143,2976,1501,861
2017-05-26T15:05:47.901+0300,8.0,4.0,33028,17881,11659,7474,4378,4818,1839,2224
2017-05-26T15:06:57.403+0300,8.0,4.0,7646,13744,6936,11439,8438,4658,1275,936
2017-05-26T15:07:54.962+0300,8.0,4.0,12789,11910,10496,6062,6922,4982,1632,1690
2017-05-26T15:08:14.818+0300,8.0,4.0,22163,11720,5916,1991,5566,2177,705,1617
2017-05-26T15:08:15.811+0300,8.0,4.0,14800,5027,2565,5370,3812,9133,1640,1225
2017-05-26T15:08:22.753+0300,8.0,4.0,6588,2715,5678,4952,9094,3192,4957,2238
2017-05-26T15:08:23.763+0300,8.0,4.0,10514,3268,7769,10818,6576,1991,2392,693
