time,primeFreq,secondFreq,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
2017-05-24T12:13:52.452+0300,10.0,5.0,21153,14465,5285,1357,5763,8095,5203,1900
2017-05-24T12:13:53.443+0300,10.0,5.0,26732,27157,2991,3843,897,824,443,426
2017-05-24T12:13:54.433+0300,10.0,5.0,315915,6149,4065,4251,1175,2320,775,489
2017-05-24T12:13:55.440+0300,10.0,5.0,322420,37281,5383,4990,2771,2179,428,358
2017-05-24T12:14:13.292+0300,10.0,5.0,117507,6378,1447,1370,490,852,87,76
2017-05-24T12:14:14.300+0300,10.0,5.0,2807,1322,1292,622,1506,3733,1130,713
2017-05-24T12:14:15.292+0300,10.0,5.0,3534,17988,8868,13857,4143,3307,2185,1112
2017-05-24T12:14:16.281+0300,10.0,5.0,4477,6065,3462,4507,8413,10030,796,1335
2017-05-24T12:14:17.270+0300,10.0,5.0,4091,7314,8477,1510,3478,6941,3805,1432
2017-05-24T12:14:18.264+0300,10.0,5.0,6762,3101,23161,2145,3721,6220,2117,1857
2017-05-24T12:14:19.258+0300,10.0,5.0,5277,18309,1714,4532,1525,5762,1724,945
2017-05-24T12:14:20.249+0300,10.0,5.0,6770,15348,5591,17353,3966,3081,3758,4538
2017-05-24T12:14:21.237+0300,10.0,5.0,7806,6399,5936,2537,3655,3998,2364,1412
2017-05-24T12:14:22.227+0300,10.0,5.0,8325,6778,3293,4507,2500,2960,2559,1587
2017-05-24T12:14:23.223+0300,10.0,5.0,5082,10602,6037,3397,3462,4694,1450,2482
2017-05-24T12:14:24.209+0300,10.0,5.0,167424,9986,11880,1750,2548,2125,694,461
2017-05-24T12:14:25.219+0300,10.0,5.0,4505,4997,1177,1676,1283,2319,1068,458
2017-05-24T12:14:26.209+0300,10.0,5.0,15975,9556,7147,2502,4204,2496,5517,2800
2017-05-24T12:14:27.200+0300,10.0,5.0,10003,12911,2345,5055,7053,5725,4874,1697
2017-05-24T12:14:29.180+0300,10.0,5.0,5933,8703,14827,4188,3203,9666,4104,1355
2017-05-24T12:14:30.168+0300,10.0,5.0,2643,4209,5239,10664,1726,9128,7897,1069
2017-05-24T12:14:31.164+0300,10.0,5.0,2935,12089,6869,21724,7287,6324,3488,1868
2017-05-24T12:14:32.412+0300,10.0,5.0,9131,16130,2578,6713,5372,7459,2735,3535
2017-05-24T12:14:33.383+0300,10.0,5.0,15779,17987,4303,9893,5248,6027,2116,1391
2017-05-24T12:14:34.375+0300,10.0,5.0,7359,9387,6891,3007,4994,6894,3191,1750
2017-05-24T12:14:35.389+0300,10.0,5.0,7835,8519,8210,9170,3565,11154,6670,1670
2017-05-24T12:14:36.380+0300,10.0,5.0,14275,9042,863,2155,2822,6759,2105,3372
2017-05-24T12:14:37.367+0300,10.0,5.0,97545,27343,12285,4609,3926,2254,896,338
2017-05-24T12:14:38.362+0300,10.0,5.0,1737228,129365,51140,18821,8614,6490,3241,1696
2017-05-24T12:14:39.349+0300,10.0,5.0,15527,5185,11000,6680,1777,8959,1207,1892
2017-05-24T12:14:47.287+0300,10.0,5.0,17785,3549,7467,1251,3407,4287,2128,2816
2017-05-24T12:14:49.284+0300,10.0,5.0,104121,3058,1882,3246,844,1212,104,127
2017-05-24T12:14:50.277+0300,10.0,5.0,24352,7086,15777,2385,6965,6511,5348,2598
2017-05-24T12:14:51.267+0300,10.0,5.0,7497,15648,25480,4358,5230,4630,3417,1327
2017-05-24T12:14:52.257+0300,10.0,5.0,20273,14353,10203,2890,9125,3433,1725,1237
2017-05-24T12:14:55.226+0300,10.0,5.0,22145,4998,4743,3729,1365,2529,1128,538
2017-05-24T12:14:58.213+0300,10.0,5.0,7281,2144,1620,2014,3310,1439,873,1050
2017-05-24T12:14:59.205+0300,10.0,5.0,5013,14329,3720,1614,3555,3903,3297,3128
2017-05-24T12:15:00.199+0300,10.0,5.0,5372,9766,6407,2104,10920,7683,5116,3505
2017-05-24T12:15:01.184+0300,10.0,5.0,215639,26550,10273,3435,4369,2906,1519,1003
