time,primeFreq,secondFreq,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
2017-05-24T12:17:42.002+0300,10.0,5.0,153542,106899,6776,2865,2002,3735,1253,364
2017-05-24T12:17:50.939+0300,10.0,5.0,8230,14760,4393,5145,9871,9765,2929,706
2017-05-24T12:17:51.926+0300,10.0,5.0,10507,3811,728,4211,7356,6937,5023,3411
2017-05-24T12:17:52.916+0300,10.0,5.0,7891,12719,4731,3513,6678,8931,8870,1170
2017-05-24T12:17:53.909+0300,10.0,5.0,663,16134,7881,6053,5006,7249,10441,3429
2017-05-24T12:17:54.913+0300,10.0,5.0,19060,23131,2960,5806,5447,5860,3525,2210
2017-05-24T12:17:55.899+0300,10.0,5.0,7708,3668,4626,12492,3019,7610,2138,2642
2017-05-24T12:17:56.893+0300,10.0,5.0,3777,10022,12104,5447,6353,14386,3961,1831
2017-05-24T12:17:57.884+0300,10.0,5.0,15999,12885,669,3959,1775,9896,1676,2954
2017-05-24T12:17:58.871+0300,10.0,5.0,7393,13973,2853,8930,6517,2606,7635,2697
2017-05-24T12:17:59.878+0300,10.0,5.0,2428,4540,1561,1477,2534,2671,827,422
2017-05-24T12:18:00.856+0300,10.0,5.0,4335,13182,10188,7324,5603,16285,2343,5253
2017-05-24T12:18:01.846+0300,10.0,5.0,7272,11972,2499,2453,5200,6807,2432,1541
2017-05-24T12:18:02.849+0300,10.0,5.0,7171,27030,2186,8828,4766,14089,1539,6986
2017-05-24T12:18:03.840+0300,10.0,5.0,74503,43775,12591,10565,8625,11720,1729,301
2017-05-24T12:18:04.830+0300,10.0,5.0,29205,11165,966,6301,2326,5137,807,783
2017-05-24T12:18:05.816+0300,10.0,5.0,9497,12468,6659,2704,7757,4775,2847,1118
2017-05-24T12:18:06.821+0300,10.0,5.0,12991,12789,13376,5864,4851,4450,6388,690
2017-05-24T12:18:07.812+0300,10.0,5.0,10937,12856,4011,2931,6736,5042,4256,1006
2017-05-24T12:18:10.780+0300,10.0,5.0,4627,17410,3476,20509,2483,5256,4071,3205
2017-05-24T12:18:11.783+0300,10.0,5.0,6088,14086,4277,3916,5392,6546,4242,2490
2017-05-24T12:18:12.774+0300,10.0,5.0,7553,18638,17073,4766,5246,6611,5133,2581
2017-05-24T12:18:13.769+0300,10.0,5.0,11712,12557,8705,13997,8308,8464,1950,932
2017-05-24T12:18:22.706+0300,10.0,5.0,7644,34385,4054,3312,9901,7794,3544,4615
2017-05-24T12:18:27.669+0300,10.0,5.0,12717,9083,12505,12920,6904,8830,4490,1214
2017-05-24T12:18:28.663+0300,10.0,5.0,10484,7230,10405,8664,5283,3730,3104,3059
2017-05-24T12:18:29.657+0300,10.0,5.0,15326,35770,13006,5630,5152,20890,5596,961
2017-05-24T12:18:30.635+0300,10.0,5.0,10242,5527,6774,5117,9535,1726,4108,1644
2017-05-24T12:18:31.630+0300,10.0,5.0,9993,11464,7336,6061,3879,7761,2090,1750
2017-05-24T12:18:34.622+0300,10.0,5.0,10386,11800,4607,3766,10764,11000,1165,2779
2017-05-24T12:18:36.603+0300,10.0,5.0,10613,13634,12383,5809,5686,12423,3009,2936
2017-05-24T12:18:37.581+0300,10.0,5.0,11235,28342,17365,11440,12461,8172,2356,2592
2017-05-24T12:18:38.585+0300,10.0,5.0,7336,10025,19338,8336,5616,9437,3710,3110
2017-05-24T12:18:39.583+0300,10.0,5.0,16606,16584,7526,4507,4730,7555,3988,1965
2017-05-24T12:18:40.576+0300,10.0,5.0,7000,26491,2231,3624,8423,9363,7360,2344
2017-05-24T12:18:41.553+0300,10.0,5.0,51600,35531,23185,5473,2394,7946,456,512
2017-05-24T12:18:42.543+0300,10.0,5.0,1322673,135102,26168,24773,7041,8993,2283,1301
2017-05-24T12:18:43.551+0300,10.0,5.0,3398,17434,20014,10706,6884,4507,5468,1761
2017-05-24T12:18:52.482+0300,10.0,5.0,4588,3253,5499,21365,7450,5554,4141,1874
2017-05-24T12:18:53.469+0300,10.0,5.0,10597,3315,2299,6335,13274,2955,2789,2680
