time,primeFreq,secondFreq,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
2017-05-22T13:02:41.665+0300,10.0,5.0,311839,168464,110915,77378,217125,78345,11466,1139
2017-05-22T13:02:42.654+0300,10.0,5.0,29926,6335,1583,703,6501,3579,775,251
2017-05-22T13:02:43.646+0300,10.0,5.0,1345883,72628,11765,17755,17341,33490,2608,586
2017-05-22T13:02:44.637+0300,10.0,5.0,271196,26427,16367,5732,12731,8339,847,179
2017-05-22T13:02:46.614+0300,10.0,5.0,752912,12102,16295,4348,15653,10155,1645,303
2017-05-22T13:02:47.609+0300,10.0,5.0,90546,6490,5097,609,1815,3316,1034,372
2017-05-22T13:02:48.620+0300,10.0,5.0,106886,146677,13741,13443,23326,24378,9164,2524
2017-05-22T13:03:23.358+0300,10.0,5.0,10312,4204,8994,20019,10891,5948,2013,3025
2017-05-22T13:03:24.349+0300,10.0,5.0,29638,23893,7846,2677,13722,15242,8792,2099
2017-05-22T13:03:25.344+0300,10.0,5.0,35759,6715,24333,5292,4662,7470,1915,1669
2017-05-22T13:03:26.333+0300,10.0,5.0,12865,19383,7342,4445,13844,12717,4923,2433
2017-05-22T13:03:27.320+0300,10.0,5.0,22350,6997,16767,6140,7065,17302,7916,3105
2017-05-22T13:03:28.307+0300,10.0,5.0,10286,19442,6504,10245,10127,9469,4653,1193
2017-05-22T13:03:29.316+0300,10.0,5.0,47679,28857,7392,12187,12365,13154,5509,1985
2017-05-22T13:03:30.286+0300,10.0,5.0,36986,13041,4998,3380,5345,3247,1616,668
2017-05-22T13:03:31.297+0300,10.0,5.0,8096,10579,11105,8825,7087,14741,6011,2793
2017-05-22T13:03:32.290+0300,10.0,5.0,5604,24106,5815,5929,7882,11659,3655,3112
2017-05-22T13:03:33.283+0300,10.0,5.0,16528,5662,10935,13482,9020,9946,3322,1503
2017-05-22T13:03:34.270+0300,10.0,5.0,243179,41000,17181,15452,8283,12752,2954,1140
2017-05-22T13:03:35.261+0300,10.0,5.0,36752,3851,5104,2338,1678,2134,1192,642
2017-05-22T13:03:36.251+0300,10.0,5.0,3886,2088,2177,2397,1623,2026,1779,697
2017-05-22T13:03:40.238+0300,10.0,5.0,9737,4877,4869,8487,2467,8760,2793,641
2017-05-22T13:03:41.207+0300,10.0,5.0,3798,25060,10585,16781,15167,10142,3335,2061
2017-05-22T13:03:42.241+0300,10.0,5.0,374425,37037,6759,27702,8043,16320,7909,2386
2017-05-22T13:03:43.211+0300,10.0,5.0,13059,6388,3650,2927,1067,1499,2786,572
2017-05-22T13:03:44.180+0300,10.0,5.0,16826,21339,5640,2003,3812,6220,11973,2625
2017-05-22T13:03:49.186+0300,10.0,5.0,729624,166538,34630,16801,8798,30622,5216,2818
2017-05-22T13:03:55.110+0300,10.0,5.0,101542,154688,5168,15433,22833,14463,12498,11792
2017-05-22T13:03:56.104+0300,10.0,5.0,26248,23746,27906,9870,3056,8536,4710,2442
2017-05-22T13:04:02.055+0300,10.0,5.0,120845,10770,11433,5017,1193,1766,1034,882
2017-05-22T13:04:03.067+0300,10.0,5.0,1905359,28070,3379,7962,2238,7261,1715,2543
2017-05-22T13:04:29.857+0300,10.0,5.0,43088,19129,21463,37531,12655,10898,4638,988
2017-05-22T13:04:30.874+0300,10.0,5.0,115013,2078,9487,4089,1008,2061,411,883
2017-05-22T13:04:36.808+0300,10.0,5.0,30001,19120,3917,2568,8852,19092,9568,3034
2017-05-22T13:04:37.818+0300,10.0,5.0,61681,22501,16448,8140,9241,8980,6591,2716
2017-05-22T13:04:38.787+0300,10.0,5.0,68703,9470,1664,2388,2246,3607,817,372
2017-05-22T13:04:39.779+0300,10.0,5.0,10815,10561,1768,5558,1556,2986,538,346
2017-05-22T13:04:40.770+0300,10.0,5.0,3140,7673,9023,8008,19086,4570,2165,3669
2017-05-22T13:04:41.760+0300,10.0,5.0,166217,28258,5901,9592,7986,11043,6088,3860
2017-05-22T13:05:00.633+0300,10.0,5.0,2911,6031,1542,1491,1539,2244,726,425
