time,primeFreq,secondFreq,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
2017-05-24T14:29:52.315+0300,8.0,4.0,185340,71749,24418,4158,4262,2843,1546,2072
2017-05-24T14:29:53.306+0300,8.0,4.0,411049,58031,10549,15010,7884,18977,13316,5295
2017-05-24T14:29:54.294+0300,8.0,4.0,215572,94634,42190,17493,12292,17130,10382,7934
2017-05-24T14:29:55.283+0300,8.0,4.0,17922,18897,16511,5026,6157,10491,11643,2603
2017-05-24T14:29:56.293+0300,8.0,4.0,7978,22749,16717,2881,1431,7690,4489,6024
2017-05-24T14:29:57.286+0300,8.0,4.0,13414,9345,11473,10433,3517,3941,2432,1150
2017-05-24T14:29:58.270+0300,8.0,4.0,648,16106,2273,5373,6300,4870,5211,6285
2017-05-24T14:29:59.262+0300,8.0,4.0,85325,9815,11341,15166,2924,4242,2459,1261
2017-05-24T14:30:00.248+0300,8.0,4.0,48624,29442,30122,9949,5743,7358,8745,7850
2017-05-24T14:30:01.256+0300,8.0,4.0,30941,16703,3407,2687,5634,7554,1694,2710
2017-05-24T14:30:02.244+0300,8.0,4.0,34003,3158,20784,18691,31623,11591,10052,3796
2017-05-24T14:30:03.234+0300,8.0,4.0,70729,41530,10975,7585,3747,3730,3755,1010
2017-05-24T14:30:04.225+0300,8.0,4.0,4712,4618,5537,2288,1827,2081,2060,1169
2017-05-24T14:30:05.219+0300,8.0,4.0,219329,41763,5715,10637,3438,2504,559,501
2017-05-24T14:30:06.206+0300,8.0,4.0,17227,22989,15055,9020,2969,4122,2379,2233
2017-05-24T14:30:09.178+0300,8.0,4.0,1056313,278017,18493,27310,87002,29735,26779,5456
2017-05-24T14:30:12.166+0300,8.0,4.0,6920,7195,14501,2281,2523,3922,1349,856
2017-05-24T14:30:14.144+0300,8.0,4.0,9380,7350,7476,1158,2019,4124,2123,893
2017-05-24T14:30:15.153+0300,8.0,4.0,2606,27609,2498,4803,6952,2316,1242,1334
2017-05-24T14:30:16.141+0300,8.0,4.0,7458,21979,21455,5272,3675,4319,1993,1094
2017-05-24T14:30:17.131+0300,8.0,4.0,9872,25260,6859,3360,4619,5188,1478,1761
2017-05-24T14:30:19.109+0300,8.0,4.0,339721,75722,24877,4218,19944,20692,6546,804
2017-05-24T14:30:21.107+0300,8.0,4.0,4926,30567,10056,12995,34441,2016,2379,900
2017-05-24T14:30:22.081+0300,8.0,4.0,58083,21898,8535,5400,1376,2168,2297,369
2017-05-24T14:30:23.086+0300,8.0,4.0,80201,49527,23270,12946,6885,8673,9933,9545
2017-05-24T14:30:31.015+0300,8.0,4.0,12145,25844,14201,9838,4447,7779,3535,1054
2017-05-24T14:30:32.029+0300,8.0,4.0,9554,16111,4375,4633,6379,5470,3104,911
2017-05-24T14:30:33.005+0300,8.0,4.0,16868,42092,35334,59524,4537,7431,2665,2455
2017-05-24T14:30:33.992+0300,8.0,4.0,107195,6237,2169,907,702,282,240,130
2017-05-24T14:30:35.002+0300,8.0,4.0,21190,31504,8164,1167,2697,2273,1705,1185
2017-05-24T14:30:45.916+0300,8.0,4.0,107467,25676,10903,6413,8463,2955,1943,321
2017-05-24T14:30:51.873+0300,8.0,4.0,2415452,395433,15023,22611,15788,12292,1161,1581
2017-05-24T14:30:52.862+0300,8.0,4.0,4849,26834,45168,6076,12326,12443,2029,1042
2017-05-24T14:30:57.818+0300,8.0,4.0,16875,5159,1906,327,637,1314,582,445
2017-05-24T14:30:58.828+0300,8.0,4.0,6983,4152,5075,5962,3926,1559,522,434
2017-05-24T14:30:59.816+0300,8.0,4.0,6241,14719,2909,6575,12623,3323,1750,1515
2017-05-24T14:31:00.812+0300,8.0,4.0,21618,8999,9009,2395,7453,4981,3305,2476
2017-05-24T14:31:01.801+0300,8.0,4.0,15623,6396,6029,4163,11933,5064,4190,644
2017-05-24T14:31:02.786+0300,8.0,4.0,24382,26369,38601,32497,12153,11127,2186,1762
2017-05-24T14:31:03.795+0300,8.0,4.0,253239,22286,5619,2245,2379,1448,675,320
