time,primeFreq,secondFreq,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
2017-05-08T16:16:02.080+0300,10.0,5.0,4471,9557,8852,2894,5530,7819,2187,1253
2017-05-08T16:16:03.067+0300,10.0,5.0,3981,6061,1644,2106,3734,3931,1821,1998
2017-05-08T16:16:04.077+0300,10.0,5.0,7308,11545,5294,1901,4021,6040,1453,1607
2017-05-08T16:16:05.067+0300,10.0,5.0,7252,13531,2109,5596,2365,8985,1161,1985
2017-05-08T16:16:06.053+0300,10.0,5.0,3178,11035,1938,3903,6676,5889,1375,1065
2017-05-08T16:16:07.039+0300,10.0,5.0,1844,5311,896,1600,2991,3711,2137,891
2017-05-08T16:16:11.016+0300,10.0,5.0,3562,8943,5210,10183,1389,17279,1186,905
2017-05-08T16:16:12.001+0300,10.0,5.0,2327,5295,4073,2428,1590,5145,1993,632
2017-05-08T16:16:13.011+0300,10.0,5.0,5275,2216,1323,2574,8689,3003,1386,2718
2017-05-08T16:16:13.997+0300,10.0,5.0,5087,8984,9370,5089,2545,2200,419,1240
2017-05-08T16:16:14.984+0300,10.0,5.0,2929,7500,2928,4577,4955,6076,2708,2196
2017-05-08T16:16:15.975+0300,10.0,5.0,4578,6775,1874,6928,4663,3099,1522,1850
2017-05-08T16:16:16.963+0300,10.0,5.0,3132,2399,2297,5769,4772,4397,1980,619
2017-05-08T16:16:17.970+0300,10.0,5.0,2558,6629,4381,3978,3388,12032,2475,523
2017-05-08T16:16:18.957+0300,10.0,5.0,1391,5380,3047,20635,2931,7702,3087,756
2017-05-08T16:16:19.939+0300,10.0,5.0,13425,4910,2524,1457,1524,3559,2193,1474
2017-05-08T16:16:20.948+0300,10.0,5.0,10553,2553,4025,7789,3519,2793,1549,1239
2017-05-08T16:16:21.942+0300,10.0,5.0,12713,4832,1715,10605,6072,2039,4521,801
2017-05-08T16:16:22.933+0300,10.0,5.0,3122,10802,3826,10053,6473,10091,2163,2084
2017-05-08T16:16:23.919+0300,10.0,5.0,7573,4807,5447,891,730,3695,1696,965
2017-05-08T16:16:24.911+0300,10.0,5.0,5074,4447,1504,8217,3732,3416,1402,937
2017-05-08T16:16:25.901+0300,10.0,5.0,7036,6446,7079,3196,782,2923,1663,822
2017-05-08T16:16:26.894+0300,10.0,5.0,4815,13553,1888,3974,3183,5209,1569,1490
2017-05-08T16:16:27.885+0300,10.0,5.0,3795,9102,5542,1782,1854,3180,948,2285
2017-05-08T16:16:28.871+0300,10.0,5.0,3712,2872,3459,3849,6819,4801,555,1035
2017-05-08T16:16:29.881+0300,10.0,5.0,4914,2618,5598,4835,6734,3056,1280,585
2017-05-08T16:16:30.870+0300,10.0,5.0,6595,3570,3105,5765,6792,4813,1555,759
2017-05-08T16:16:31.861+0300,10.0,5.0,5802,4240,3319,7502,1180,7891,1505,1318
2017-05-08T16:16:32.854+0300,10.0,5.0,2636,14352,2696,2073,7391,5116,1160,1405
2017-05-08T16:16:33.843+0300,10.0,5.0,3480,15139,6624,5880,3116,5652,1119,2751
2017-05-08T16:16:34.847+0300,10.0,5.0,18418,7137,3025,9227,9873,3759,2159,1678
2017-05-08T16:16:35.833+0300,10.0,5.0,11515,6507,7449,5222,5598,4609,1208,1543
2017-05-08T16:16:36.822+0300,10.0,5.0,2841,6852,8450,7749,4093,6465,1472,661
2017-05-08T16:16:37.824+0300,10.0,5.0,2623,5371,2283,6968,1723,3056,1087,1166
2017-05-08T16:16:38.813+0300,10.0,5.0,11739,11199,716,7274,2737,9683,1472,1367
2017-05-08T16:16:39.808+0300,10.0,5.0,3738,10468,4697,5671,11221,2875,1205,1216
2017-05-08T16:16:40.798+0300,10.0,5.0,2978,6275,8937,4336,13099,6472,2200,753
2017-05-08T16:16:41.794+0300,10.0,5.0,1723,4893,555,9678,17662,9812,3061,693
2017-05-08T16:16:42.780+0300,10.0,5.0,9489,3526,1335,7572,4806,4716,2929,1201
2017-05-08T16:16:43.774+0300,10.0,5.0,3460,4369,11212,15323,1193,2886,1315,1604
