time,primeFreq,secondFreq,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
2017-05-08T14:49:06.813+0300,10.0,5.0,622,5818,7528,7977,5292,3459,481,1204
2017-05-08T14:49:07.784+0300,10.0,5.0,2276,2256,7331,4199,2592,3924,866,633
2017-05-08T14:49:21.690+0300,10.0,5.0,10989,7659,1618,1473,9012,3010,1359,924
2017-05-08T14:49:29.626+0300,10.0,5.0,25069,5224,2227,1619,2881,4161,2214,1628
2017-05-08T14:49:30.614+0300,10.0,5.0,7494,3795,4406,4435,4566,2354,1653,1063
2017-05-08T14:49:31.622+0300,10.0,5.0,7773,4550,2303,2735,3080,4458,1492,770
2017-05-08T14:49:32.616+0300,10.0,5.0,7526,3376,1876,11758,2775,4035,849,1532
2017-05-08T14:49:43.536+0300,10.0,5.0,6124,1846,6258,2940,3002,2239,2869,2447
2017-05-08T14:49:53.463+0300,10.0,5.0,4099,8280,6849,9119,3940,3791,1505,1025
2017-05-08T14:50:04.381+0300,10.0,5.0,3186,13004,9360,1113,2969,6886,1039,782
2017-05-08T14:50:05.370+0300,10.0,5.0,3480,2563,1232,3598,7055,5841,1395,946
2017-05-08T14:50:06.363+0300,10.0,5.0,3330,4945,5368,2518,3340,2541,1032,1451
2017-05-08T14:50:07.346+0300,10.0,5.0,10729,16932,4407,3103,3570,3294,1367,1003
2017-05-08T14:50:08.350+0300,10.0,5.0,5909,3058,1836,2562,6007,3177,2684,820
2017-05-08T14:50:26.213+0300,10.0,5.0,7593,4073,2594,4996,7598,5118,1960,575
2017-05-08T14:50:50.042+0300,10.0,5.0,5704,5890,3252,5485,7658,2421,2891,715
2017-05-08T14:50:51.032+0300,10.0,5.0,10126,4487,2544,7685,1841,2919,1127,1170
2017-05-08T14:50:52.022+0300,10.0,5.0,3561,4317,726,6737,4540,2613,3869,642
2017-05-08T14:50:59.968+0300,10.0,5.0,7696,5036,350,6790,5013,2141,1570,1554
2017-05-08T14:51:00.959+0300,10.0,5.0,4341,1235,6098,5833,6857,1789,2377,913
2017-05-08T14:51:01.951+0300,10.0,5.0,5835,3998,1367,5230,2364,6767,1560,1762
2017-05-08T14:51:11.891+0300,10.0,5.0,12541,6296,1038,2670,4306,1630,815,609
2017-05-08T14:51:12.877+0300,10.0,5.0,2453,6608,4375,3560,8127,8124,758,1567
2017-05-08T14:51:21.794+0300,10.0,5.0,4791,7479,5730,2557,3089,3868,762,867
2017-05-08T14:51:24.783+0300,10.0,5.0,6164,2765,1941,14130,9623,10397,1570,2616
2017-05-08T14:51:25.771+0300,10.0,5.0,10058,8931,2640,1797,2395,6194,1848,1890
2017-05-08T14:51:26.763+0300,10.0,5.0,14059,2200,631,3048,1946,4554,1753,995
2017-05-08T14:51:27.755+0300,10.0,5.0,7556,8083,1983,766,3706,6639,2276,1411
2017-05-08T14:51:28.765+0300,10.0,5.0,2178,2540,3712,1855,2197,6991,901,1224
2017-05-08T14:51:29.753+0300,10.0,5.0,1624,1848,595,1066,717,1084,262,647
2017-05-08T14:51:30.741+0300,10.0,5.0,4440,7038,1174,6891,3491,7046,1421,1699
2017-05-08T14:51:31.731+0300,10.0,5.0,2837,2991,1763,6209,3358,3242,1426,1169
2017-05-08T14:51:32.725+0300,10.0,5.0,6810,11679,1289,5997,3701,3085,4795,1043
2017-05-08T14:51:33.714+0300,10.0,5.0,52335,42677,23311,10987,9586,11874,3187,3190
2017-05-08T14:51:38.676+0300,10.0,5.0,5908,9828,3909,751,2343,3015,1099,955
2017-05-08T14:51:39.664+0300,10.0,5.0,2303,6389,2080,6116,7485,3696,1125,1246
2017-05-08T14:51:40.671+0300,10.0,5.0,3561,8745,3193,3029,4386,2613,567,806
2017-05-08T14:51:41.658+0300,10.0,5.0,1617,8004,2303,6010,5165,3218,2054,1301
2017-05-08T14:51:52.570+0300,10.0,5.0,4919,12102,1559,2397,2362,2182,1482,1068
2017-05-08T14:51:53.560+0300,10.0,5.0,10089,5553,2774,4114,3743,4644,1237,907
